,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0009241,"('Johanna Renssaller', 'actress')","('Ma Renssaller', 'actress')","('Pa Renssaller', 'actor')","('Pvt. Vibbard', 'actor')","('Capt. Archie van Renssaller', 'actor')",,,,,,,,,,,,,
0009326,"(""Melissa 'M'liss' Smith"", 'actress')","(""John Benson 'Bummer' Smith"", 'actor')","('Charles Gray', 'actor')","('Judge Joshua McSnagley', 'actor')","('Yuba Bill', 'actor')",,,,,,,,,,,,,
0009356,"('Mary McMillan', 'actress')","('Count Roberto di San Fraccini', 'actor')","('Douglas McKee', 'actor')","('Mrs. McMillan', 'actress')","('John McMillan', 'actor')","('Anne Mullins, the Maid', 'actress')",,,,,,,,,,,,
0009369,"('Mickey', 'actress')","('Joe Meadows', 'actor')","(""Mickey's Aunt - Mrs. Geoffrey Drake"", 'actress')","('Reggie Drake', 'actor')",,,,,,,,,,,,,,
0009440,"('Charles Murdock', 'actor')","('Juliet Raeburn', 'actress')","('Sophy Murdock', 'actress')","('Sophy in Prologue', 'actress')",,,,,,,,,,,,,,
0009475,"('Mrs. Molly Thornhill', 'actress')","('Sam Thornhill', 'actor')","('Pamela Bristowe', 'actress')","('Irene Maitland', 'actress')","('Maudie Plantaganet', 'actress')","('Sir John Gower', 'actor')",,,,,,,,,,,,
0009559,"('Jennie Timberlake', 'actress')","('John L. Logan Jr.', 'actor')","('John L. Logan Sr.', 'actor')","('Mrs. Logan', 'actress')",,,,,,,,,,,,,,
0009608,"('Marcia Grey', 'actress')","('John Stanford', 'actor')","('Henry Holt - Rent Collector', 'actor')","('Cora Grey', 'actress')","('Mrs. Stanford', 'actress')","('Maj. Willis', 'actor')","('Joan', 'actress')",,,,,,,,,,,
0009611,"('The Girl', 'actress')","('Doughboy', 'actor')","(""Charlie's Comrade"", 'actor')","('The Kaiser', 'actor')","('Short German Officer', 'actor')","('Fat Whiskered German Soldier', 'actor')","(""The Kaiser's General"", 'actor')","('Bartender', 'actor')","('Dumb German Wood-Cutter', 'actor')","('American Officer', 'actor')","('Clean Shaven German Soldier', 'actor')","('Bearded German Soldier', 'actor')","('Crown Prince', 'actor')","('Motorcyclist', 'actor')","('Motorcyclist', 'actor')",,,
0009652,"('Miss Stella Maris', 'actress')","('Unity Blake', 'actress')","('Lady Eleanor Blount - aka Aunt Julia', 'actress')","('Sir Oliver Blount', 'actor')","('John Risca - also Spelled Riska', 'actor')","('Louisa Risca - also Spelled Louise Riska', 'actress')","('Aunt Gladys Linden', 'actress')",,,,,,,,,,,
0009682,"('Tarzan', 'actor')","('Jane Porter', 'actress')","('John Clayton - Lord Greystoke', 'actor')","('Alice Clayton - Lady Greystoke', 'actress')",,,,,,,,,,,,,,
0009701,"('Tih Minh', 'actress')","(""Jacques d'Athys"", 'actor')","('Placido', 'actor')","('Sir Francis Grey', 'actor')","('Kistna', 'actor')","('Dr. Gilson', 'actor')","('Dr. Clauzel', 'actor')","('Dr. Davesnes', 'actor')",,,,,,,,,,
0009737,"('Virginie Harbrok', 'actress')","('Philip Landicutt', 'actor')","('Lt. Kurt von Schnieditz', 'actor')","('Margaret Landicutt', 'actress')","(""Uncle ''Jemmy'' Landicutt"", 'actor')",,,,,,,,,,,,,
0009796,"('John Tremble', 'actor')","('Jane Tremble', 'actress')","(""John Tremble's mother"", 'actress')","('George Coggeswell', 'actor')",,,,,,,,,,,,,,
0009878,"('Paul Körner', 'actor')","(""Körner's Father"", 'actor')","(""Körner's Sister"", 'actress')","(""Körner's Mother"", 'actress')",,,,,,,,,,,,,,
0009892,"('Aurora', 'actress')","('Andranik', 'actor')","('Edith Graham', 'actress')","('U.S. Ambassador Henry Morgenthau', 'actor')",,,,,,,,,,,,,,
0009893,"('Mister Quaker - oyster-king of America', 'actor')","(""Oss - Quaker's daughter"", 'actress')","('Prince Nucki', 'actor')","('Josef - a friend of Nucki', 'actor')",,,,,,,,,,,,,,
0009894,"('Don Vicente González', 'actor')","('Higinio Granda', 'actor')","('Ángel García Chao', 'actor')","(""Risco's wife"", 'actress')",,,,,,,,,,,,,,
0009900,"('Dolores LeBeau', 'actress')","(""'Sealskin' Blake"", 'actor')","('Peter Burke', 'actor')","('Capt. Rydal', 'actor')",,,,,,,,,,,,,,
0009915,"('Oscar Krug', 'actor')","('Alice Morse', 'actress')","('Lt. Brandt', 'actor')","('Bill Tavish', 'actor')",,,,,,,,,,,,,,
0009937,"('The Husband, Dr. Robert Armstrong', 'actor')","('The Wife, Margaret Armstrong', 'actress')","('The Other Man, Lt. Erich von Steuben', 'actor')","('The Mountain Guide, Sepp Innerkofler', 'actor')",,,,,,,,,,,,,,
0009968,"('Lucy - The Girl', 'actress')","('Cheng Huan - The Yellow Man', 'actor')","('Battling Burrows', 'actor')","(""Battling Burrows' Manager"", 'actor')","('Evil Eye', 'actor')","('The Spying One', 'actor')","('A Prizefighter', 'actor')",,,,,,,,,,,
0009976,"('Ben Harding', 'actor')","('Mazie Palmer', 'actress')","('Jim Blair', 'actor')","('Billy Palmer', 'actor')","('Deacon Nasby', 'actor')",,,,,,,,,,,,,
0010040,"('Judy Abbott', 'actress')","('Mrs. Lippett', 'actress')","('Miss Pritchard', 'actress')","('Angelina', 'actress')","('Jarvis Pendleton', 'actor')","('Mrs. Pendleton', 'actress')",,,,,,,,,,,,
0010060,"('Mary McGuire', 'actress')","('Uncle Barney', 'actor')","('Pat McGuire', 'actor')","('Michael Calhoun', 'actor')","('Jimmy Calhoun', 'actor')","('Musk', 'actor')",,,,,,,,,,,,
0010071,"('James Denby Porter', 'actor')","('Leila Porter', 'actress')","('Schuyler Van Sutphen', 'actor')","('Mrs. Huckney', 'actress')","('The Bishop, Rt. Rev. Thomas Thornby', 'actor')","('Nanette aka Toodles', 'actress')",,,,,,,,,,,,
0010103,"('Gina Ashling', 'actress')","('Kenneth Ashling', 'actor')","('Rita Ashling', 'actress')","('Mr. Ashling', 'actor')","('Peter Judson', 'actor')","('Robert Goring', 'actor')",,,,,,,,,,,,
0010137,"('Dr. Edward Meade', 'actor')","('Richard Burton', 'actor')","('Sylvia Norcross', 'actress')","(""Sylvia's Aunt"", 'actress')",,,,,,,,,,,,,,
0010162,"('Mary Bussard', 'actress')","('James Winthrop, Jr.', 'actor')","('Ted Barnacle', 'actor')","('Amos Bussard', 'actor')","('Mrs. Bussard', 'actress')","('Mathilda Bussard', 'actress')",,,,,,,,,,,,
0010193,"('Nellie Jarvis', 'actress')","('Jimmie Hilton', 'actor')","('John Hilton Jr.', 'actor')","('Mrs. Hilton', 'actress')",,,,,,,,,,,,,,
0010195,"('Harvey Hanford', 'actor')","('Dudley Cameron', 'actor')","('Mary Wentworth', 'actress')","('Clifton Allison', 'actor')",,,,,,,,,,,,,,
0010208,"('Daimyo Tokuyawa', 'actor')","('O-Take-San', 'actress')","('Buddhist Monk', 'actor')","('Prince Matahari', 'actor')",,,,,,,,,,,,,,
0010219,"('Anthony Hamilton Hawthorne', 'actor')","('Princess Irma', 'actress')","('Rodney Blake', 'actor')","('Nitchi', 'actor')",,,,,,,,,,,,,,
0010227,"('Mavis Hawn', 'actress')","('Young Jason Honeycutt', 'actor')","('Jason Honeycutt', 'actor')","('Granpap Jason Hawn', 'actor')",,,,,,,,,,,,,,
0010247,"('Sir Filip', 'actor')","('Sir Donald', 'actor')","('Sir Archi', 'actor')","('Torarin', 'actor')",,,,,,,,,,,,,,
0010267,"('Amy Burke', 'actress')","('Alexander Guthrie', 'actor')","('William Turner', 'actor')","('John Burke', 'actor')",,,,,,,,,,,,,,
0010281,"('Ossi', 'actress')","('Dr. Kersten', 'actor')","('Counsellor Brockmüller', 'actor')","('Gouvernante', 'actress')",,,,,,,,,,,,,,
0010298,"('Lill Ingmar Ingmarsson', 'actor')","('Brita', 'actress')","('Stor Ingmar Ingmarsson', 'actor')","('Marta', 'actress')",,,,,,,,,,,,,,
0010307,"('Jean Diaz', 'actor')","('Maria Lazare', 'actor')","('François Laurin', 'actor')","('Angele', 'actress')",,,,,,,,,,,,,,
0010323,"('Dr. Caligari', 'actor')","('Cesare', 'actor')","('Franzis', 'actor')","('Jane Olsen', 'actress')",,,,,,,,,,,,,,
0010418,"('William Crichton - The Butler', 'actor')","('Lord Loam', 'actor')","('Honorable Ernest Wolley', 'actor')","('Lord Brockelhurst', 'actor')",,,,,,,,,,,,,,
0010456,"('Sally Meyer', 'actor')","('Paula, his wife', 'actress')","('Harry', 'actor')",,,,,,,,,,,,,,,
0010466,"('The Frog', 'actor')","('Rose', 'actress')","('The Patriarch', 'actor')","('The Dope', 'actor')",,,,,,,,,,,,,,
0010484,"('Arthur Jenkins', 'actor')","(""Jenkin's Secretary"", 'actor')","(""The Girl's Father"", 'actor')","('The Musketeer of the Town', 'actor')",,,,,,,,,,,,,,
0010559,"('Franciscan Monk', 'actor')","('Lorenzos Vertrauter', 'actor')","('Death', 'actress')","('Mönch', 'actor')",,,,,,,,,,,,,,
0010598,"('Berger, defense layer', 'actor')","('Journalist', 'actor')","('Franz', 'actor')","('Victor von Sendlingen', 'actor')","(""Weiden, Victorine's fiancé"", 'actor')","('Maika', 'actress')","('Hermine Lippert', 'actress')",,,,,,,,,,,
0010600,"('Ossi - His Daughter', 'actress')","('Lancelot', 'actor')","('Hilarius', 'actor')","('Baron von Chanterelle', 'actor')",,,,,,,,,,,,,,
0010635,"(""Walter Thomas 'Toodles' Walden"", 'actor')","('Dorothy Ward, the Cub', 'actress')","('J.D. Ward, the Bear', 'actor')","('Tom Darby', 'actor')","('Fred Wheeler', 'actor')",,,,,,,,,,,,,
0010662,"('Don Maria Alvarez', 'actor')","('Mrs. Nell Winters aka Rosie Nell', 'actress')","('Lady Fair', 'actress')","('Chiquita aka Little Flameheart', 'actress')","('John Randolph aka Sir Whiteheart', 'actor')","('The Sheriff', 'actor')",,,,,,,,,,,,
0010680,"('Bill the Bloke', 'actor')","('Doreen', 'actress')","('Ginger Mick', 'actor')","(""The Bloke's Friend"", 'actor')",,,,,,,,,,,,,,
0010726,"('Kay Hoog', 'actor')","('Lio Sha', 'actress')","('Dr. Telphas', 'actor')","('Sonnenpriesterin Naela', 'actress')",,,,,,,,,,,,,,
0010755,"('Olof Koskela', 'actor')","('Annikki', 'actress')","('Elli', 'actress')","(""Olof's Mother"", 'actress')",,,,,,,,,,,,,,
0010806,"('True Heart Susie', 'actress')","('William Jenkins', 'actor')","(""William's Father"", 'actor')","(""Susie's Aunt"", 'actress')","('The Stranger', 'actor')","(""The 'Four-Flusher'"", 'actor')","('Bettina Hopkins', 'actress')",,,,,,,,,,,
0010821,"('Die Dirne (framing story)', 'actress')","('Woman (ep.1)', 'actress')","('Girlfriend (ep.2)', 'actress')","('Der Tod (framing story)', 'actor')","('The stranger (ep.1)', 'actor')","('The assassin (ep.2)', 'actor')","('Der Teufel (framing story)', 'actor')","('Former husband (ep.1)', 'actor')","('Murderer (ep,2)', 'actor')",,,,,,,,,
0010844,"('Axel Heyst', 'actor')","('Alma', 'actress')","('August Schomberg', 'actor')","('Mr. Jones', 'actor')","('Ricardo', 'actor')","('Pedro', 'actor')",,,,,,,,,,,,
0010853,"('Buckskin Hamilton', 'actor')","('Jane Washburn', 'actress')","('Donald Washburn (David in credits)', 'actor')","('Guy Merton', 'actor')",,,,,,,,,,,,,,
0010879,"('Daniel Boone Brown', 'actor')","('Hobson', 'actor')","('Lucette Bancroft', 'actress')","('Mark Drake', 'actor')",,,,,,,,,,,,,,
0010890,"('Mary Stevens', 'actress')","('Kent Mortimer', 'actor')","('Stoop Connors', 'actor')","('Fadem', 'actor')","('Adele Hoyt', 'actress')",,,,,,,,,,,,,
0010925,"('Captain Bob White', 'actor')","('Kaiser Bill', 'actor')","('The Crown Prince Freddy', 'actor')","('Von Hindenburg', 'actor')","('The Kaiserin', 'actress')","('A Daughter of Belgium', 'actress')",,,,,,,,,,,,
0010953,"('Robert Herne', 'actor')","('Algol', 'actor')","('Peter Hell', 'actor')","('Maria Obal', 'actress')",,,,,,,,,,,,,,
0010962,"('Anna Boleyn', 'actress')","('Henry VIII', 'actor')","('Sir Henry Norris', 'actor')","('Duke of Norfolk', 'actor')",,,,,,,,,,,,,,
0010964,"('April Poole', 'actress')","('Lady Diana Mannister', 'actress')","('Mrs. Stanislaw', 'actress')","('Olive Connal', 'actress')","('Kerry Sarle', 'actor')","('Ronald Kenna', 'actor')",,,,,,,,,,,,
0010969,"('Capt. Morhange', 'actor')","('Queen Antinea', 'actress')","('Lt. de Saint-Avit', 'actor')","('Tanit-Zerga', 'actress')",,,,,,,,,,,,,,
0011000,"('Satan', 'actor')","('The Grand Inquisitor', 'actor')","('Erneste', 'actor')","('Jesus (first sequence)', 'actor')","('Judas (first sequence)', 'actor')","('Don Gomez de Castro (second sequence)', 'actor')","(""Isabel - Castro's Daughter (second sequence)"", 'actress')","('Don Fernandez (second sequence)', 'actor')",,,,,,,,,,
0011130,"('Dr. Henry Jekyll', 'actor')","('Mr. Edward Hyde', 'actor')","('Millicent Carewe', 'actress')","('Sir George Carewe', 'actor')","('Dr. Lanyon', 'actor')",,,,,,,,,,,,,
0011157,"('Professor Leo Charpentier', 'actor')","(""Irene Charpentier, the Professor's Wife"", 'actress')","(""Marthe, Leo's Niece"", 'actress')","(""Irene's Mother"", 'actress')",,,,,,,,,,,,,,
0011173,"(""Anne 'Fante-Anne'"", 'actress')","('Jon Sandbakken, en husmann', 'actor')","('Kona på gården', 'actress')","('Haldor, hennes sønn', 'actor')","('Annes mor', 'actress')","('Jons mor', 'actress')",,,,,,,,,,,,
0011193,"(""Genevieve 'Ginger' King"", 'actress')","('Bill Forbes', 'actor')","('Richard Channing', 'actor')","(""Sen. King - Ginger's Father"", 'actor')","('Hortense', 'actress')","('Tom Morran - The Eel', 'actor')",,,,,,,,,,,,
0011217,"('Dr. Eigil Börne', 'actor')","('Helene', 'actress')","('Der Maler', 'actor')","('Lily', 'actress')",,,,,,,,,,,,,,
0011221,"('Genuine', 'actress')","('Florian', 'actor')","('Lord Melo', 'actor')","('Percy Melo', 'actor')",,,,,,,,,,,,,,
0011237,"('Der Golem', 'actor')","('The Golem', 'actor')","('Der Rabbi Löw', 'actor')","('Rabbi Loew', 'actor')","('Der Rabbi Famulus', 'actor')","(""The Rabbi's Famulus"", 'actor')","('Miriam, des Rabbi Tochter', 'actress')","(""Miriam, the Rabbi's Daughter"", 'actress')",,,,,,,,,,
0011267,"('Babe', 'actor')","('Mildred Tobin', 'actress')","('Harry Knight', 'actor')","(""Babe's Mother"", 'actress')",,,,,,,,,,,,,,
0011294,"('Marthe - la jeune soeur de Griet qui aide sur la péniche', 'actress')","('Michel - le nouveau pilote de la péniche', 'actor')","('Pierre Van Groot - le patron batelier', 'actor')","('Griet Van Groot - la femme de Pierre qui le seconde avec Griet', 'actress')",,,,,,,,,,,,,,
0011302,"(""Michel - le fils d'un honnête pêcheur qui tourne mal"", 'actor')","('Nolff - un rude pêcheur breton', 'actor')","('Guenn la Taupe - le mauvais génie de Michel', 'actor')","('Le protecteur', 'actor')",,,,,,,,,,,,,,
0011317,"('Leon Kantor (adult)', 'actor')","('Mama Kantor', 'actress')","('Gina Berg (formerly Minnie Ginsberg)', 'actress')","('Abraham Kantor', 'actor')","('Leon Kantor (child)', 'actor')",,,,,,,,,,,,,
0011344,"('Peter Lane', 'actor')","(""'Booge'"", 'actor')","(""'Buddy'"", 'actor')","('Rasmer Briggles', 'actor')","('Widow Potter', 'actress')","('George Rapp', 'actor')",,,,,,,,,,,,
0011358,"('Bim', 'actor')","('Mary Bruce', 'actress')","('Bill', 'actor')","('Sheriff', 'actor')","('Harvey Cahill', 'actor')","('Mrs. Stone', 'actress')",,,,,,,,,,,,
0011369,"('Wolfrat Polzer', 'actor')","('Gittli', 'actress')","('Sepha', 'actress')","('Probst Heinrich von Inzing', 'actor')","('Klosterjäger Haymo', 'actor')","('Pater Desertus - Graf Dietwald', 'actor')","('Klostervogt', 'actor')",,,,,,,,,,,
0011370,"('Count Starschensky', 'actor')","('Elga', 'actress')","('Oginsky', 'actor')","('Dortka', 'actress')","('Friar', 'actor')","('Friar', 'actor')","('Servant', 'actor')",,,,,,,,,,,
0011371,"('Liesel, seine ältere Tochter & Gretel, seine jüngere Tochter', 'actress')","('Peter Xaver', 'actor')","(""Mathias Kohlhiesel, Wirt des 'Dorfkruges'"", 'actor')","('Paul Seppl', 'actor')","('Der Handelsmann', 'actor')",,,,,,,,,,,,,
0011387,"('Magua', 'actor')","('Cora Munro', 'actress')","('Uncas', 'actor')","('Alice Munro', 'actress')",,,,,,,,,,,,,,
0011414,"('Babs', 'actress')","('Jim Winthrop', 'actor')","('Mr. Hardcastle', 'actor')","('Dorcas Winthrop', 'actress')",,,,,,,,,,,,,,
0011415,"('Stella Bevan', 'actress')","('Bruce Sanders', 'actor')","('Thomas Bevan', 'actor')","('Matthew Crane', 'actor')",,,,,,,,,,,,,,
0011439,"('Don Diego Vega', 'actor')","('Señor Zorro', 'actor')","('Lolita Pulido', 'actress')","('Capt. Juan Ramon', 'actor')","('Sgt. Pedro Gonzales', 'actor')",,,,,,,,,,,,,
0011440,"('Isak', 'actor')","('Inger', 'actress')","('Oline', 'actress')","('Geissler, lensmannen', 'actor')","('Barbro', 'actress')","('Elesius, en ung bonde', 'actress')","('Brede Olsen, en bondegutt', 'actor')",,,,,,,,,,,
0011474,"('Richard Marshall III', 'actor')","('Richard Marshall IV', 'actor')","('Richard Marshall V', 'actor')","('Virginia Hale', 'actress')","('Henry von Holkar', 'actor')","('Samuel Levinski', 'actor')",,,,,,,,,,,,
0011513,"('Raoul Challoner', 'actor')","(""Cpl. O'Connor"", 'actor')","('Duncan McDougall', 'actor')","('Old Roland', 'actor')",,,,,,,,,,,,,,
0011588,"('Pollyanna Whittier', 'actress')","('Rev. John Whittier', 'actor')","('Aunt Polly', 'actress')","('Nancy Thing', 'actress')","('Old Tom', 'actor')",,,,,,,,,,,,,
0011607,"('Dame Margarete', 'actress')","('Sofren Ivarson', 'actor')","('Mari - His Sweetheart', 'actress')","('First Candidate', 'actor')","('The Gardener', 'actor')","('Gunvor', 'actress')","('The Beadle', 'actor')",,,,,,,,,,,
0011623,"('Stephanie Cleland', 'actress')","('Jim Cleland', 'actor')","('Oswald Grismer', 'actor')","('John Cleland', 'actor')",,,,,,,,,,,,,,
0011641,"('Julia', 'actress')","('Paris', 'actor')","('Romeo', 'actor')","('Bauer', 'actor')",,,,,,,,,,,,,,
0011647,"('Sheriff Slim Hoover', 'actor')","('Echo Allen', 'actress')","('Dick Lane', 'actor')","('Jack Payson', 'actor')","('Polly Hope', 'actress')","('Bud Lane', 'actor')",,,,,,,,,,,,
0011652,"('Reverend Murray Hilton', 'actor')","('Agnes Gates', 'actress')","('Mr. Musgrave', 'actor')","('Watson Flint', 'actor')",,,,,,,,,,,,,,
0011679,"('Adrienne Renault', 'actress')","('Dave Wallace', 'actor')","('Daisy Henderson', 'actress')","('Mrs. Overman', 'actress')",,,,,,,,,,,,,,
0011716,"('David Markely', 'actor')","('Ruth Anderson', 'actress')","('Jim Dirk', 'actor')","('Luke Anderson', 'actor')",,,,,,,,,,,,,,
0011723,"('Kay Hoog', 'actor')","('Lio Sha', 'actress')","('The Master', 'actor')","('John Terry, the King of Diamonds', 'actor')","('Ellen Terry', 'actress')","('Kapitän des Diamantenschiffs', 'actor')","('All-Hab-Mah', 'actor')",,,,,,,,,,,
0011741,"('Amanda Afflick', 'actress')","('Horace Greensmith', 'actor')","('Benjamin Pillsbury Jones', 'actor')","('Madame Jeanne Gallifilet Didier', 'actress')",,,,,,,,,,,,,,
0011742,"('Yeggar - the Hunchback', 'actor')","('Yannaia - a Dancer', 'actress')","('Der alte Scheich', 'actor')","('Sumurun', 'actress')",,,,,,,,,,,,,,
0011753,"('Harry Harper', 'actor')","('Tom Starkey', 'actor')","('Beverly West', 'actress')","('Job Mourdant', 'actor')","('Guy Mourdant', 'actor')",,,,,,,,,,,,,
0011779,"('Black Deering', 'actor')","('Mary Brown', 'actress')","('Tom Jordan', 'actor')","('The Sheriff', 'actor')","('The Little Feller', 'actor')","(""Derring's Horse"", 'actor')","('Hank Simmons', 'actor')",,,,,,,,,,,
0011833,"('Kassierer', 'actor')","('Dame', 'actress')","('Tochter', 'actress')","('Bettlerin', 'actress')","('Heilsarmee-Mädchen', 'actress')","('Fatter Herr', 'actor')",,,,,,,,,,,,
0011837,"('Irmgard Vanderheit', 'actress')","('Georg Vanderheit', 'actor')","('John Vanderheit', 'actor')","('Georgs Vetter Wil Brand', 'actor')","('Irmgards Tochter', 'actress')",,,,,,,,,,,,,
0011841,"('Anna Moore', 'actress')","('David Bartlett', 'actor')","(""Anna Moore's Mother"", 'actress')","('Lennox Sanderson', 'actor')",,,,,,,,,,,,,,
0011865,"('Robert Gordon', 'actor')","('Beth Gordon', 'actress')","('Sally Clark', 'actress')","('Radinoff', 'actor')",,,,,,,,,,,,,,
0011870,"('Sylvia Landry', 'actress')","('Alma Prichard', 'actress')","(""Conrad Drebert - Sylvia's Fiancé"", 'actor')","(""Larry Prichard - Alma's Stepbrother"", 'actor')","('Philip Gentry - A Detective', 'actor')","('Dr. V. Vivian', 'actor')","('Mrs. Geraldine Stratton', 'actress')","('Mrs. Elena Warwick', 'actress')","('Jasper Landry', 'actor')",,,,,,,,,
0011904,"('Farallone', 'actor')","('Lilith', 'actress')","('Forrest', 'actor')","('Morgridge', 'actor')","('The Menace', 'actor')",,,,,,,,,,,,,
0011908,"('Tarzan', 'actor')","('Jane', 'actress')","('Clayton', 'actor')","('Rokoff', 'actor')",,,,,,,,,,,,,,
0011909,"('Anatol Spencer', 'actor')","(""Vivian Spencer - Anatol's Wife"", 'actress')","('Emilie Dixon', 'actress')","('Gordon Bronson', 'actor')",,,,,,,,,,,,,,
0011948,"('Max, the Fiancé', 'actor')","('Mary, the Girl', 'actress')","('Aunt Agatha', 'actress')","('Archie', 'actor')","('Madame Coralie', 'actress')","('Mr. Madame Coralie', 'actor')","('Mrs. Du Pont', 'actress')","('Mr. Du Pont', 'actor')",,,,,,,,,,
0011960,"('Rischka', 'actress')","('Kommandant der Festung Tossenstein', 'actor')","('Leutnant Alexis', 'actor')","('Claudius', 'actor')","('Pepo', 'actor')","('Lilli', 'actress')","('Frau des Kommandanten', 'actress')",,,,,,,,,,,
0011979,"('Andrew Theodore Griggs', 'actor')","('Mrs. Theodore Griggs', 'actress')","('Amelia Griggs', 'actress')","('Phil West', 'actor')",,,,,,,,,,,,,,
0012016,"('Pauline Vandermuellen', 'actress')","('Dr. John Grant', 'actor')","('William Vandermuellen', 'actor')","('Mrs. Vandermuellen', 'actress')",,,,,,,,,,,,,,
0012027,"('Armand Duval', 'actor')","('Gaston Rieux', 'actor')","('Count de Varville', 'actor')","('Prudence', 'actress')","('Nichette', 'actress')",,,,,,,,,,,,,
0012068,"('Eugenie Grandet', 'actress')","('Charles Grandet', 'actor')","('Pere Grandet', 'actor')","('Mere Grandet', 'actress')","('Madame des Grassins', 'actress')","('Monsieur des Grassins', 'actor')",,,,,,,,,,,,
0012122,"('Gypsy Fair', 'actress')","(""James 'Spike' McFadden"", 'actor')","('Billy McFadden', 'actor')","('Swan Way', 'actor')",,,,,,,,,,,,,,
0012125,"('Teddy Simpson', 'actress')","('Rob Winslow', 'actor')","('Aunty Weeks', 'actress')","('Dick Chiltern', 'actor')","('Tom Hazzard', 'actor')","('Colonel Tweed', 'actor')","('Cissy', 'actress')",,,,,,,,,,,
0012134,"('Sibilla', 'actress')","('Hedwick', 'actor')","('Iliana', 'actress')","('Joao, le bouffon', 'actor')","('La comtesse suédoise', 'actress')","('Esteria', 'actor')",,,,,,,,,,,,
0012136,"('Ethel Hoyt', 'actress')","('Ernest Eddison', 'actor')","('Mrs. Hoyt', 'actress')","('Mr. Hoyt', 'actor')","('Tommy Corbin', 'actor')",,,,,,,,,,,,,
0012187,"('Mary Maddock', 'actress')","('Steve Maddock', 'actor')","('James Harrington Mallory', 'actor')","('Mrs. Mallory', 'actress')",,,,,,,,,,,,,,
0012190,"('Julio Desnoyers', 'actor')","('Marguerite Laurier', 'actress')","('Madariaga', 'actor')","('Marcelo Desnoyers', 'actor')",,,,,,,,,,,,,,
